NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
TDK,JP3538800008,,,,,,,,,,,,,,,,,1176550.0,1378207.0,1384601.0,1519436.0,1548755.0,1446346.0,1631989.0,1554703.0,1236669.0,693690.0,
T & D HOLDINGS,JP3539220008,,,,,,,,10935.0,9594.0,10129.0,10436.0,57448.0,54921.0,44366.0,54184.0,57520.0,55677.0,55344.0,49393.0,48453.0,47553.0,44501.0,43335.0,42153.0,39864.0,35708.0,28612.0
THK,JP3539250005,,,,,,,,,,,,,,,,,,,,,,,,66967.0,60423.0,,
TEIJIN,JP3544000007,,,,,,,,,,,,,,,940739.0,,890000.0,950000.0,770000.0,723000.0,764000.0,,660000.0,610000.0,570000.0,600000.0,
TERUMO,JP3546800008,,,,,,,,,,,,,,,,171500.0,178356.0,202171.0,192951.0,209658.0,216745.0,222982.0,212031.0,191637.0,153187.0,141908.0,
DENA,JP3548610009,,,,,,,,,,,,,,,,,,,,,,453.0,514.0,453.0,,4405.0,3553.0
DENKA,JP3549600009,,,,,,,,,,,,,,,,,558000.0,,,,,,,526000.0,476000.0,373956.0,
ELEC.POWER DEV.,JP3551200003,,,,,,,,,,,,,,,32691.0,,,,,,120000.0,120000.0,130000.0,140000.0,150000.0,140000.0,140000.0
DENSO,JP3551500006,,,,,,,,,,,,,,973000.0,1030000.0,1120000.0,1180000.0,1210000.0,1280000.0,1290000.0,1232000.0,1172000.0,1416000.0,1336000.0,1217000.0,915000.0,
DENTSU GROUP,JP3551520004,,,,,,,,,,,,22493.0,,18107.92,18543.0,58444.0,56349.0,55126.0,48511.0,39130.0,29074.0,23415.0,20908.0,24525.0,15992.0,30915.0,
TOKAI CARBON,JP3560800009,,,,,,,,,,,,,,,,,,185474.0,206312.0,626000.0,523000.0,406000.0,339000.0,391000.0,318000.0,287000.0,
CENTRAL JAPAN RAILWAY,JP3566800003,,,,,,,,,,,1362000.0,1338000.0,1303000.0,1245000.0,1432000.0,1529000.0,1530000.0,1514000.0,1480000.0,1476000.0,1413000.0,1354000.0,1220000.0,1173000.0,1248000.0,1287000.0,1334000.0
TOKYO ELECTRON,JP3571400005,,,,,,,,,,,,105625.0,98382.0,93261.0,132001.0,146079.0,137126.0,139729.0,133000.0,143000.0,156000.0,156000.0,169000.0,168000.0,180000.0,192000.0,200000.0
TOKYO GAS,JP3573000001,,,,,,,104000.0,108000.0,,0.0,141000.0,,238488.0,210600.0,,278000.0,305000.0,308000.0,308000.0,287000.0,260000.0,239000.0,209000.0,205000.0,260000.0,240000.0,226000.0
TOKYU,JP3574200006,,,,,,,,,,,,,,,,,,,,,519902.75,496401.0,431980.0,417608.0,263388.0,230658.0,
TOKYO STEEL MNFG.,JP3579800008,,,,,,,,,,,,,,,,,,,,,941142.0,749088.0,635614.0,803591.0,883311.0,1036163.0,
TOKYO TATEMONO,JP3582600007,,,,,,,,,,,,,,,22620.0,36436.0,41816.0,42076.0,39745.0,41259.0,68441.0,58671.0,55610.0,53979.0,29827.0,29642.0,
TOKYO ELECTRIC POWER CO. HDG.,JP3585800000,,,,,,,,,,,,,,,,,200000.0,190000.0,3800000.0,3400000.0,564000.0,5892000.0,5231000.0,5773000.0,4913000.0,5981000.0,
TBS HOLDINGS,JP3588600001,,,,,,,,,,,,,,,,,,,,,,25126.0,24539.0,25355.0,19984.0,12675.0,
TOSHIBA DEAD - DELIST.20/12/23,JP3592200004,,,,,,,,1971000.0,1971000.0,,,2154000.0,1943773.0,1720000.0,2000000.0,2280000.0,2270000.0,2050000.0,2110000.0,940000.0,900000.0,820000.0,770000.0,730000.0,500000.0,,
TOSOH,JP3595200001,,,,,,,,,,,,,,,0.0,,,,,438000.0,535000.0,516000.0,496000.0,518000.0,467000.0,468000.0,
TOTO,JP3596200000,,,,,,,,,,,,142945.0,,140595.0,140000.0,149000.0,156000.0,157000.0,161000.0,182000.0,176000.0,168000.0,140000.0,164000.0,99000.0,113000.0,
TOBU RAILWAY,JP3597800006,,,,,,,,,,,,,,,,,,,,,,,,,378521.0,343024.0,
TOHO,JP3598600009,,,,,,,,,,,,,,,,,,,,,63261.3,57613.1,47574.6,48566.1,48391.5,46255.4,
TOHO ZINC,JP3599000001,,,,,,,,,,,,,,,,,,,,,,,,273000.0,231000.0,,
TOHO GAS,JP3600200004,,,,,,,,,,,,,,,,,,,,76504.0,79673.0,76537.0,57603.0,45971.0,50727.0,56094.0,53063.0
TOHOKU ELECTRIC PWR.,JP3605400005,,,,,,,,,,,,,,,,,,,,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,
TOYO SUISAN KAISHA,JP3613000003,,,,,,,,,,,,,,,,,,,,,126100.0,125400.0,120900.0,120300.0,122200.0,114800.0,
TOYO SEIKAN GROUP HDG.,JP3613400005,,,,,,,,,,,,967419.0,499000.0,486000.0,579000.0,1244000.0,1210000.0,1162000.0,1127000.0,1087000.0,1035000.0,958000.0,845000.0,864000.0,861000.0,872000.0,
TOYOBO,JP3619800000,,,,,,,,,,,,108361.0,,157630.0,276067.0,,,,217000.0,231000.0,196000.0,174000.0,183000.0,183000.0,182000.0,155643.0,
TORAY INDS.,JP3621000003,,,,,,,,,,,,1457131.0,,1601771.0,1691231.0,,,2230000.0,2270000.0,2260000.0,2325000.0,2490000.0,2160000.0,2653708.0,3138159.0,2493250.0,
TOKUYAMA,JP3625000009,,,,,,,,,,,,,,,,,,,,,30000.0,98000.0,105000.0,93000.0,132000.0,151000.0,176000.0
LIXIL,JP3626800001,,,,,,,,,,,,372000.0,329000.0,418000.0,435000.0,449000.0,429000.0,600000.0,610000.0,617800.0,565000.0,529000.0,457000.0,426000.0,341000.0,315000.0,
TOPPAN HOLDINGS,JP3629000005,,,,,,,,,,,,894739.0,995046.0,906315.0,886116.0,820851.0,793560.0,636679.0,631803.0,766287.0,736279.0,770394.0,842234.0,807517.0,809940.0,787625.0,789817.0
TOYOTA MOTOR,JP3633400001,,,,,,,,,,,4424000.0,4265000.0,4415000.0,4499000.0,,5040000.0,5070000.0,5080000.0,5260000.0,5240000.0,5150000.0,3900000.0,3150000.0,3390000.0,2870000.0,2870000.0,
TOYODA GOSEI,JP3634200004,,,,,,,,,,,,,,,,,,,,,,390000.0,367000.0,370000.0,352400.0,358000.0,
TOYOTA INDS.,JP3634600005,,,,,,,,,,,371000.0,,,492152.0,559607.8,,,,,,,683978.0,572660.0,684424.0,672431.0,686684.0,657449.0
TOYOTA TSUSHO,JP3635000007,,,,,,,,,,,,,,,,,,,59030.0,157186.0,283392.0,318922.0,304698.0,293998.0,300340.0,305503.0,280603.0
TOYOTA BOSHOKU,JP3635400009,,,,,,,,,,,,,,,,,,239042.0,258364.0,266964.0,264890.0,264599.0,249787.0,261118.0,189712.0,178773.0,
TREND MICRO,JP3637300009,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,,,,,,,,,,,,,,,
DOWA HDG.,JP3638600001,,,,,,,,,,,647920.0,485000.0,,,633000.0,,,,,,762100.0,714100.0,678100.0,659500.0,674400.0,625500.0,
NIKON,JP3657400002,,,,,,,,,,,,157701.0,107494.0,96926.0,192121.0,98992.0,,191865.0,192927.0,213954.0,200724.0,180714.0,166936.0,165290.0,171599.0,178899.0,
NISHI-NIPPON FINL.HDG.,JP3658850007,,,,,,,,,,,,,,,,,,,,,,,,10931.0,8592.0,9851.0,9932.0
WEST JAPAN RAILWAY,JP3659000008,,,,,,,,,,,,,,1503000.0,,,,,,,,1605449.0,1421592.0,1384491.0,1347600.0,1641495.0,
SOJITZ,JP3663900003,,,,,,,,,,,,,,,,,2393.0,2252.0,104034.0,72746.0,76818.0,152108.0,206283.0,219180.0,206851.0,207278.0,218438.0
NICHIREI,JP3665200006,,,,,,,,,,,,,,,,257843.0,248880.0,243589.0,235871.0,224000.0,215000.0,199000.0,182000.0,294875.0,287195.0,248000.0,
JGC HOLDINGS,JP3667600005,,,,,,,,,,,38914.0,38688.0,,,,,,,,,,,48221.0,45717.0,51061.0,49966.0,
NISSAN CHEMICAL,JP3670800006,,,,,,,,,,,,,,,,,,115287.0,115402.0,114865.0,117926.0,105390.0,116516.0,124663.0,115893.0,124730.0,131089.0
NISSAN MOTOR,JP3672400003,,,,,,,,,,,,,1894354.0,2041221.0,2432889.0,2622767.0,2422410.0,2547951.0,2614028.0,2394109.0,1688000.0,2105700.0,1195000.0,1238000.0,1187000.0,1266000.0,
NISSIN FOODS HOLDINGS,JP3675600005,,,,,,,,,,,,,,,,,,,169000.0,174000.0,179000.0,187000.0,192000.0,195000.0,193000.0,198000.0,
NISSHIN SEIFUN,JP3676800000,,,,,,,,,,,,,,,,,,,,232000.0,272000.0,312000.0,300000.0,295000.0,273000.0,268000.0,
NISSHINBO HOLDINGS,JP3678000005,,,,,,,,,,,,207465.0,217513.0,225607.0,380424.0,,,,,,348600.0,317400.0,329400.0,303400.0,259200.0,218600.0,
NITTO DENKO,JP3684000007,,,,,,,,,,,,,264430.0,217594.0,297678.0,365613.0,413720.0,440750.0,457162.0,441311.0,440377.0,415432.0,404125.0,388312.0,402205.0,377000.0,
NITTO BOSEKI,JP3684400009,,,,,,,,,,,,,,,,,,,,,,,,167000.0,151000.0,140000.0,
NIPPON SHEET GLASS,JP3686800008,,,,,,,,,,1000000.0,1000000.0,1000000.0,1100000.0,1100000.0,1000000.0,1000000.0,1100000.0,1000000.0,,900000.0,1050000.0,885000.0,728000.0,749000.0,719000.0,715000.0,701882.0
NIPPON EXPRESS HOLDINGS,JP3688370000,,,,,,,,,,,194618.0,255743.0,237181.0,167178.0,199518.0,208212.0,220870.0,233053.0,223938.0,217591.0,209904.0,193000.0,195000.0,200000.0,203000.0,190000.0,
ORACLE JAPAN,JP3689500001,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,,,,,,,,,,,,,,,
NGK INSULATORS,JP3695200000,,,,,,,,,,,,,,,,,,,562000.0,612000.0,550000.0,564000.0,492000.0,325000.0,306000.0,319000.0,
AOZORA BANK,JP3711200000,,,,,,,,,,,,,,,,,,9706.0,9088.0,7508.0,7028.0,6071.0,6243.0,4884.0,4267.0,5761.0,
NIPPON SANSO HOLDINGS,JP3711600001,,,,,,,,,,,98000.0,,,2738000.0,3033000.0,3239000.0,3405000.0,3305000.0,3675000.0,3838000.0,4056000.0,4747000.0,4664000.0,4834000.0,4765000.0,4605000.0,4173000.0
NISSUI,JP3718800000,,,,,,,,,,,,,,,,,,,,,153593.0,145651.0,139528.0,134948.0,121354.0,127379.0,127360.0
NSK,JP3720800006,,,,,,,,563000.0,563000.0,,,632300.0,735688.0,747800.0,,,,,854000.0,876000.0,856000.0,708000.0,581000.0,636000.0,620000.0,618000.0,
JAPAN STEEL WORKS,JP3721400004,,,,,,,,,,,,,,,,,,,99387.0,103092.0,98635.0,100650.0,103000.0,103000.0,92000.0,89000.0,
NIPPON SODA,JP3726200003,,,,,,,,,,,,,,,,,,,,,,,,131963.0,97943.0,83318.0,62412.0
JAPAN TOBACCO,JP3726800000,,,,,,,,,,,,474000.0,427000.0,434000.0,418000.0,410000.0,498000.0,437000.0,397000.0,401000.0,426458.54,410534.87,410737.65,383493.65,364818.74,381537.72,
SBI SHINSEI BANK,JP3729000004,,,,,,,,,,,,,,,,,,,,,,15360.0,14036.0,13093.0,10474.0,,
NIPPON TELEVISION HDG.,JP3732200005,,,,,,,,,,,,,,,,,,,,,,,,23404.0,22140.0,18811.5,
NEC,JP3733000008,,,,,,,,1280000.0,,,,764749.0,,,389325.0,295000.0,337000.0,299000.0,296000.0,282000.0,277000.0,347000.0,340643.78,302000.0,240099.38,313532.61,218000.0
NIPPON ELEC.GLASS,JP3733400000,,,,,,,,,,,,,,,,,,,,,1408000.0,978000.0,1010000.0,1008000.0,852000.0,862000.0,
NIDEC,JP3734800000,,,,,,,,,,,,212074.0,273153.69,404703.0,559819.0,,,,591000.0,612000.0,593000.0,577000.0,511000.0,457000.0,904000.0,895000.0,
NTT,JP3735400008,,,,,,2665306.0,276966.0,2904158.0,3700000.0,3530000.0,3793000.0,3791000.0,3558000.0,3531000.0,4170000.0,4630000.0,4860000.0,4690000.0,4400000.0,4210000.0,4470000.0,4360000.0,4030000.0,2840000.0,3350000.0,3840000.0,
NITERRA,JP3738600000,,,,,,,,,,,,,,189141.0,,,,,21240.0,21250.0,221000.0,211000.0,195000.0,201000.0,161000.0,143000.0,
NHK SPRING,JP3742600004,,,,,,,,,,,,,,,,,,59259.25,65608.5,185000.0,185000.0,187000.0,180000.0,195000.0,93000.0,77000.0,
NH FOODS,JP3743000006,,,,,,,,,,314000.0,311000.0,313000.0,318000.0,315000.0,312000.0,313000.0,313000.0,332000.0,343000.0,298000.0,303000.0,290000.0,276000.0,359000.0,332902.0,321000.0,310000.0
NIPPON YUSEN KK,JP3753000003,,,,,,,,,,,,61533.0,68849.69,56285.65,,,,60000.0,60000.0,65000.0,51274.0,52102.0,52138.0,49010.0,77710.0,67375.0,
NITORI HOLDINGS,JP3756100008,,,,,,,,,,,,,,,,,,,,,184984.0,188306.0,196406.0,186882.0,194085.0,175273.0,150244.0
NINTENDO,JP3756600007,,,,,,,,,,,,,,,,,,,,,9294.8,9253.6,5222.5,4740.2,5520.2,6854.4,14047.9
NOMURA HDG.,JP3762600009,,,,,,,,,,,,66269.0,86455.0,,95377.0,95147.0,90622.0,85754.0,75679.0,70643.0,66662.0,60507.0,48517.0,43582.0,59885.0,57269.0,
NOMURA RESEARCH INST.,JP3762800005,,,,,,,,,,,,,,,,106000.0,97000.0,84000.0,77000.0,73000.0,65000.0,58000.0,57000.0,55000.0,63000.0,60000.0,
HOUSE SHOKUHIN GP.HONSHA K K,JP3765400001,,,,,,,,,,,,,,,,,,74600.0,72400.0,72200.0,69700.0,67000.0,66315.0,59900.0,53868.0,54627.0,
HAKUHODO DY HDG.,JP3766550002,,,,,,,,,,,,,,,,,,,,8548.0,11380.0,10771.0,9109.0,9252.0,6799.0,7173.0,
HASEKO,JP3768600003,,,,,,,,,,,,,,,,,,,5334.0,5334.0,5929.0,6306.0,19967.0,21974.0,20576.0,21419.0,
HACHIJUNI NAGANO BANK,JP3769000005,,,,,,,11175.0,11175.0,10993.0,11736.84,8013.42,8847.61,9227.0,9328.0,8663.8,11629.0,11343.0,10756.0,10006.0,9478.0,9162.0,7894.0,7352.0,6326.0,5681.0,7474.0,
HAMAMATSU PHOTONICS,JP3771800004,,,,,,,,,,,,,,,,,,,,,,49979.0,46638.0,46271.0,1840.0,1614.0,
HANKYU HANSHIN HDG.,JP3774200004,,,,,,,,,,,,,,,,,,,,,383737.0,306357.0,266365.0,290523.0,259184.0,364072.0,
BANDAI NAMCO HDG.,JP3778630008,,,,,,,,,,,,101779.0,88798.0,,74557.0,,,,,50706.0,63907.0,60001.0,51878.0,50978.0,49272.0,44580.0,
PARK24,JP3780100008,,,,,,,,,,,,,,,,,,,,,,,31022.0,33438.0,36387.0,,
HIKARI TSUSHIN,JP3783420007,,,,,,,,,,,,,,,,,,,,,,,,8088.0,35365.0,56196.0,
EAST JAPAN RAILWAY,JP3783600004,,,,,,,,,,,2060000.0,2330000.0,,,,1310000.0,1500000.0,1450000.0,1360000.0,1330000.0,1260000.0,1480000.0,1390000.0,1250000.0,1270000.0,1190000.0,1130000.0
HITACHI METALS DEAD - DELIST.29/12/22,JP3786200000,,,,,,,,,,,,,,,933000.0,,,,,,,,,,,,
HITACHI CON.MCH.,JP3787000003,,,,,,,,,,,,77866.0,,,121543.38,,,108377.0,129722.0,137000.0,289000.0,200000.0,176217.0,204085.0,189545.0,157953.0,189685.0
HITACHI,JP3788600009,,,,,,,,,,,,2822147.0,3787696.0,3006119.0,3313114.0,2610000.0,3000000.0,2920000.0,2550000.0,2600000.0,2600000.0,2890000.0,2090000.0,2140000.0,1080000.0,280000.0,210000.0
KANADEVIA,JP3789000001,,,,,,,,,,,,,,,,,,,,,,,,14600.0,16600.0,19300.0,
HITACHI TRANSPORT SYSTEM DEAD - DELIST.24/02/23,JP3791200003,,,,,,,,,,,,,,,,,,,,,,,72326.0,,,,
HINO MOTORS,JP3792600003,,,,,,,,,,,,,,,,,,,,,240000.0,242000.0,212000.0,231000.0,118000.0,89000.0,
HIROGIN HOLDINGS,JP3796150005,,,,,,,,,,,,,,,,,15682.0,14400.0,14631.0,14665.0,15920.8,12538.7,12223.6,10749.8,9351.1,7134.2,
HIROSE ELECTRIC,JP3799000009,,,,,,,,,,,,,,,,,,,35933.0,41156.0,42649.0,44476.0,45277.0,47808.0,43938.0,36447.0,
FAST RETAILING,JP3802300008,,,,,,,,,,,,,,,,,,126398.0,166071.0,137857.0,308691.0,298205.0,291190.0,286113.0,297180.0,297360.0,
FANUC,JP3802400006,,,,,,,,,,,,,,,,,,,,,,,107208.02,92624.88,124475.0,100057.0,
FUJIKURA,JP3811000003,,,,,,,,,,,,,,,130353.0,,,,,,,116579.0,321995.0,289214.0,257372.0,227133.0,215006.0
FUJIFILM HOLDINGS,JP3814000000,,,,,,,,,,,,477191.0,522432.0,493016.0,593847.0,,,,554000.0,593000.0,576000.0,514000.0,475000.0,494000.0,472000.0,454000.0,425000.0
SUBARU,JP3814800003,,,,,,,,,,,,,,,123000.0,,,,339030.0,335513.0,323834.0,305698.0,416482.0,392268.0,426873.0,418731.0,
FUJITSU,JP3818000006,,,,,,,,,,,,875000.0,864000.0,832000.0,790000.0,733000.0,700000.0,686000.0,1021000.0,939000.0,808000.0,715000.0,583000.0,530000.0,476000.0,451000.0,
FUJI MEDIA HOLDINGS,JP3819400007,,,,,,,,,,,25392.0,24534.0,21938.0,18783.0,,,,,,,,,,,,,
FUJI ELECTRIC,JP3820000002,,,,,,,,,,,,186661.0,179265.0,182076.0,178762.0,,,262200.0,246300.0,245000.0,247000.0,234500.0,234800.0,209500.0,194900.0,204000.0,203500.0
FURUKAWA,JP3826800009,,,,,,,,,,,,,,,,,,,,,21103.0,17092.0,16711.0,17808.0,15540.0,22539.0,
FURUKAWA ELECTRIC,JP3827200001,,,,,,,,,,,,,,,666000.0,696000.0,694000.0,676000.0,671000.0,665000.0,646000.0,570000.0,504000.0,533423.0,484565.0,461399.0,
BROTHER INDUSTRIES,JP3830000000,,,,,,,,,,,,,,,82769.0,88283.0,88939.0,125093.0,123093.0,122220.0,122599.0,107832.66,98507.91,105316.94,111867.75,103690.27,
BRIDGESTONE,JP3830800003,,,,,,,,,,,,,,2450000.0,2571000.0,2517000.0,2502000.0,2448000.0,2327000.0,2362000.0,2285000.0,1932000.0,2062000.0,2206000.0,1980675.0,1860734.0,
HEIWA REAL ESTATE,JP3834800009,,,,,,,,,,,,,,,,,,,,,,,,20564.0,12431.0,11608.0,
BENESSE HOLDINGS DEAD - DELIST.17/05/24,JP3835620000,,,,,,,,,,,6775.0,6775.0,4280.0,3595.0,4202.0,,,9234.0,7054.0,7477.0,6595.0,5929.0,5204.0,4502.0,2989.0,,
HOYA,JP3837800006,,,,,,,,,,,,,,,,,373437.0,394121.0,376627.0,387869.0,383391.0,398000.0,390000.0,507000.0,470000.0,447000.0,469000.0
HOKUETSU,JP3841800000,,,,,,,,,,,,,,,,,,,,,,,,64000.0,62000.0,64000.0,
HOKUHOKU FINL. GP.,JP3842400008,,,,,,,,,,,,,,,,,,,,,,,,,12802.0,11796.0,9862.0
HOKURIKU ELEC.POWER,JP3845400005,,,,,,,,,,,,,,0.0,,,,,,,,,80.0,0.0,20.0,20.0,
HOKKAIDO ELEC.POWER,JP3850200001,,,,,,,,44800.0,,,,,,,,,,,,,,1000.0,1000.0,1000.0,2000.0,2000.0,
HONDA MOTOR,JP3854600008,,,,,,,,,,,2345550.0,2716981.0,2947000.0,2960000.0,3540000.0,3800000.0,3860000.0,3840000.0,4000000.0,4170000.0,4090000.0,3790000.0,3380000.0,3140000.0,2730000.0,2070000.0,1640000.0
MAKITA,JP3862400003,,,,,,,,,,,,,,,,,,,,,9966.0,60622.0,71266.0,57969.0,44132.0,37346.0,40078.0
MATSUI SECURITIES,JP3863800003,,,,,,,,,,,,,,,,,,,,,,323.0,334.0,355.0,304.0,319.0,
PANASONIC HOLDINGS,JP3866800000,,,,,,,,,,,,2552820.0,3287940.0,2930370.0,2581100.0,2470000.0,2110000.0,2000000.0,1970000.0,1950000.0,1920000.0,1930000.0,1870000.0,1722968.0,1432304.0,1207000.0,1100000.0
MAZDA MOTOR,JP3868400007,,,,,,,,,,,,579980.0,623600.0,,490100.0,,,,,587000.0,537000.0,539000.0,459000.0,448000.0,467000.0,492000.0,473000.0
MATSUKIYOKARA,JP3869010003,,,,,,,,,,,,,,,,,,,,,,118052.83,114554.64,183761.0,180139.0,177106.0,167074.0
MABUCHI MOTOR,JP3870000001,,,,,,,,,,,,70282.0,,,,,,,117138.0,117127.0,105346.0,103221.0,117525.0,123951.0,118837.0,,
MARUI GROUP,JP3870400003,,,,,,,,,,,,,,,76039.0,106085.0,98637.0,89179.0,103264.0,106122.0,100343.0,73096.0,39272.0,32083.0,25260.0,23489.0,
MARUBENI,JP3877600001,,,,,,,,,,,,,,,5238.0,4482.0,4380.0,,281131.0,276870.0,308215.0,310500.0,282171.0,222559.0,221821.0,254928.0,283369.0
MISUMI GROUP,JP3885400006,,,,,,,,,,,,,,,,,,,,,,65880.0,61397.0,63145.0,14707.0,12979.0,
MIZUHO FINL.GP.,JP3885780001,,,,,,,,,,,170537.0,207805.0,181449.01,172895.0,205459.0,231031.0,228511.0,221615.0,213708.0,202780.0,191730.0,177149.0,160861.0,137865.0,140851.0,143851.0,
MITSUI CHEMICALS,JP3888300005,,,,,,,,,,,,,1650000.0,1390000.0,1540000.0,,,1570000.0,1460000.0,1480000.0,1440000.0,1295000.0,1193000.0,,957000.0,912000.0,
MITSUI KINZOKU LIMITED,JP3888400003,,,,,,,,,,,,,,,540000.0,582800.0,,,,987000.0,903000.0,926000.0,1044000.0,1015000.0,918000.0,907000.0,
MS&AD INSURANCE GP.HDG.,JP3890310000,,,,,,,,,,,,,79795.0,75880.0,91241.0,88761.0,100584.0,94943.0,94615.0,76721.0,71950.0,65455.0,57569.0,53907.0,47956.0,41634.0,
SUMITOMO MITSUI FINL.GP.,JP3890350006,,,,,,,,,,,,,139790.0,105094.0,153667.0,179615.0,175443.0,172028.1,169773.0,167248.0,140586.0,126086.0,128216.0,173111.0,181732.0,173301.0,
MITSUI E&S,JP3891600003,,,,,,,,,,,,,,,,,,,,,,,,,46400.0,50000.0,
SUMITOMO MITSUI TRUST GROUP,JP3892100003,,,,,,,,,,,,,,,40971.0,44799.0,43341.0,38813.0,35925.0,34376.0,31328.0,29243.0,27884.0,19538.0,28038.0,28025.0,
MITSUI FUDOSAN,JP3893200000,,,,,,,,,,,,,,,,,,,,,395000.0,413000.0,363000.0,438000.0,457000.0,430000.0,319000.0
MITSUI,JP3893600001,,,,,,,,,,,,,,,366000.0,390000.0,341000.0,338000.0,328000.0,537000.0,587000.0,570000.0,468000.0,412000.0,400000.0,412000.0,393000.0
ISETAN MITSUKOSHI HDG.,JP3894900004,,,,,,,,,,,,,,,,156446.0,235029.0,217632.0,210705.0,187581.0,175458.0,152628.0,123237.0,125663.0,120589.0,149400.0,
MITSUBISHI GAS CHM.,JP3896800004,,,,,,,,,,,,,,,,,,,,,,247000.0,709000.0,717000.0,583000.0,682000.0,586000.0
MITSUBISHI,JP3898400001,,,,,,4920.0,5426.0,138345.0,,1991207.0,1328737.0,1404118.0,1910459.0,1910459.0,2801.0,1523000.0,1552000.0,1909000.0,3827000.0,2494000.0,2553912.0,2553098.0,2411456.0,1806000.0,1746000.0,2012805.0,
MITSUBISHI ESTATE,JP3899600005,,,,,,,,,,,,,,,,,,,,575262.0,564033.0,358012.0,296239.0,191485.0,272415.0,275075.0,
MITSUBISHI MOTORS,JP3899800001,,,,,,,,,,,,,,,,441000.0,466000.0,408000.0,359000.0,436000.0,469000.0,416000.0,285000.0,319000.0,271000.0,264000.0,243000.0
MITSUBISHI HEAVY INDS.,JP3900000005,,,,,,,,,,,,305470.0,290618.0,277066.0,270021.0,557700.0,,,,649549.0,609759.0,577000.0,495000.0,423000.0,434000.0,438000.0,
MITSUBISHI PAPER MILLS,JP3901200000,"$$ER: 0904,NO DATA AVAILABLE",,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI LOGISTICS,JP3902000003,,,,,,,,,,,,,,,,,,,,,,,52883.0,54788.0,56274.0,54855.0,47392.0
MITSUBISHI ELECTRIC,JP3902400005,,,,,,,,,,,,687000.0,842000.0,814000.0,791000.0,820000.0,840000.0,930000.0,960000.0,970000.0,1020000.0,982000.0,806000.0,885000.0,774000.0,837000.0,
MITSUBISHI UFJ FINL.GP.,JP3902900004,,,,,,,,,226292.0,214396.0,237950.0,250445.0,236545.0,205761.0,238444.0,272212.0,230004.0,209604.0,212282.0,202004.0,186870.0,,338153.0,311592.0,311059.0,283299.0,
MITSUBISHI MATERIALS,JP3903000002,,,,,,,,378000.0,,,,1574000.0,1575000.0,1675000.0,1706000.0,1844000.0,1771000.0,1747000.0,1761000.0,1745000.0,1671000.0,1629000.0,1477000.0,1526000.0,1031000.0,760000.0,312000.0
MINEBEA MITSUMI,JP3906000009,,,,,,,,,,,,,,,,,,,,,,738500.0,773000.0,820000.0,776000.0,793307.0,
TOKIO MARINE HOLDINGS,JP3910660004,,,,,,,,50390.92,38838.0,53835.0,68637.0,62961.0,52016.0,52665.0,70971.0,66606.0,78284.0,77854.0,76037.0,72069.0,67203.0,62100.0,53977.0,47435.0,41190.0,28701.0,21344.0
MURATA MANUFACTURING,JP3914400001,,,,,,,,,540806.0,683373.0,637558.0,476395.0,457375.3,429900.0,645700.0,,,937000.0,1016000.0,1149000.0,1320000.0,1311000.0,1157000.0,1140000.0,1077000.0,853000.0,
MEIDENSHA,JP3919800007,,,,,,,,,,,,,,,,,,,,,,,34234.0,35765.0,34260.0,35888.0,
YAKULT HONSHA,JP3931600005,,,,,,,,,,,,,,,,,,,,,,,,,168321.0,151027.0,152129.0
LY,JP3933800009,,,,,,,,,,,,,,,,,,,86524.0,83863.0,97593.0,114142.0,114385.0,138342.0,224093.0,273912.0,237682.0
YAMAZAKI BAKING,JP3935600001,,,,,,,,,,,,,,,,,,,,199000.0,293000.0,285000.0,285000.0,293000.0,287000.0,,
YAMADA HOLDINGS,JP3939000000,,,,,,,,,245000.0,290000.0,319000.0,398000.0,376000.0,349000.0,370000.0,411000.0,401000.0,345000.0,379000.0,338000.0,266000.0,229000.0,259000.0,263000.0,231000.0,231000.0,
YAMATO HDG.,JP3940000007,,,,,,,,,,,,,,218405.0,238934.0,,419104.0,,,280000.0,268228.0,255694.0,255571.0,255548.0,257639.0,258373.0,
YAMATO KOGYO,JP3940400009,,,,,,,,,,,,,,,,,,,,,,,105000.0,120000.0,104000.0,333500.0,
ASTELLAS PHARMA,JP3942400007,,,,,,,,,,,,107800.0,97000.0,90000.0,114000.0,121000.0,150693.0,124244.0,121483.0,119500.0,112280.0,95239.0,59320.0,54988.0,56473.0,63047.0,
YAMAHA,JP3942600002,,,,,,,,,,,,,,,,,,141000.0,,135000.0,139000.0,139000.0,126000.0,141000.0,140000.0,119000.0,102000.0
YAMAHA MOTOR,JP3942800008,,,,,,,,,,,,,,,428363.22,417758.05,408000.0,404905.0,404880.0,383346.0,384258.0,312359.0,349901.0,330143.0,373900.0,,
USS,JP3944130008,,,,,,,,,,,,,,,,,,,,,,,12458.0,11933.0,11732.0,12129.0,12027.0
UNITIKA,JP3951200009,,,,,,,,,,,,,,,,,,,,,,,,79000.0,78000.0,171000.0,
UNI CHARM,JP3951600000,,,,,,,,,,,,81265.0,,,,,,,,,,,465200.0,454500.0,376900.0,354600.0,
